"ID","week","ind","type","KLRG1","CD25","CCR8","Ki67","type2"
"418",6,"dummy","cur",609,402,470,561,4
"419",6,"dummy","cur",530,412,368,594,4
"420",6,"dummy","cur",560,423,394,783,4
"421",6,"dummy","cur",632,363,432,704,4
"422",6,"dummy","cur",568,375,421,956,4
"423",6,"dummy","cur",637,465,363,627,4
"424",6,"dummy","cur",636,397,389,889,4
"425",6,"dummy","cur",646,446,453,628,4
"426",6,"dummy","cur",668,406,461,799,4
"427",6,"dummy","cur",686,497,375,822,4
"428",6,"dummy","cur",617,459,491,794,4
"429",6,"dummy","cur",657,449,403,623,4
"430",6,"dummy","cur",612,492,392,684,4
"431",6,"dummy","cur",524,491,412,729,4
"432",6,"dummy","cur",613,417,482,809,4
"433",6,"dummy","cur",515,422,427,695,4
"434",6,"dummy","cur",592,425,410,493,4
"435",6,"dummy","cur",587,433,432,699,4
"436",6,"dummy","cur",651,582,371,738,4
"437",6,"dummy","cur",533,471,331,809,4
"438",6,"dummy","cur",500,357,437,834,4
"439",6,"dummy","cur",672,436,406,566,4
"440",6,"dummy","cur",622,461,402,808,4
"441",6,"dummy","cur",560,413,363,834,4
"442",6,"dummy","cur",604,376,374,713,4
"443",6,"dummy","cur",593,439,466,621,4
"444",6,"dummy","cur",571,428,366,701,4
"445",6,"dummy","cur",586,619,419,852,4
"446",6,"dummy","cur",657,487,442,959,4
"447",6,"dummy","cur",671,556,387,651,4
"448",6,"dummy","cur",610,402,345,868,4
"449",6,"dummy","cur",697,294,356,786,4
"450",6,"dummy","cur",622,370,375,720,4
"451",6,"dummy","cur",631,396,424,847,4
"452",6,"dummy","cur",512,482,319,849,4
"453",6,"dummy","cur",538,390,339,626,4
"454",6,"dummy","cur",640,344,553,718,4
"455",6,"dummy","cur",649,493,354,911,4
"456",6,"dummy","cur",588,435,372,868,4
"457",6,"dummy","cur",639,401,430,809,4
"458",6,"dummy","cur",642,484,384,694,4
"459",6,"dummy","cur",685,547,499,478,4
"460",6,"dummy","cur",637,487,476,621,4
"461",6,"dummy","cur",548,471,426,755,4
"462",6,"dummy","cur",676,608,450,623,4
"463",6,"dummy","cur",720,444,366,763,4
"464",6,"dummy","cur",576,449,507,784,4
"465",6,"dummy","cur",622,460,527,610,4
"466",6,"dummy","cur",581,442,400,713,4
"467",6,"dummy","cur",588,454,345,927,4
"468",6,"dummy","cur",615,473,371,879,4
"469",6,"dummy","cur",665,387,408,785,4
"470",6,"dummy","cur",647,357,391,684,4
"471",6,"dummy","cur",653,507,480,607,4
"472",6,"dummy","cur",591,549,471,634,4
"473",6,"dummy","cur",723,558,475,662,4
"474",6,"dummy","cur",627,418,459,713,4
"475",6,"dummy","cur",550,430,404,721,4
"476",6,"dummy","cur",655,462,383,682,4
"477",6,"dummy","cur",656,449,411,531,4
"478",6,"dummy","cur",615,437,415,660,4
"479",6,"dummy","cur",565,523,370,1034,4
"480",6,"dummy","cur",490,338,407,835,4
"481",6,"dummy","cur",658,477,424,612,4
"482",6,"dummy","cur",623,463,374,662,4
"483",6,"dummy","cur",635,416,305,618,4
"484",6,"dummy","cur",613,460,424,693,4
"485",6,"dummy","cur",623,367,440,596,4
"486",6,"dummy","cur",598,400,363,745,4
"487",6,"dummy","cur",603,380,409,769,4
"488",6,"dummy","cur",673,466,403,750,4
"489",6,"dummy","cur",659,482,387,668,4
"490",6,"dummy","cur",678,397,375,674,4
"491",6,"dummy","cur",613,402,501,890,4
"492",6,"dummy","cur",619,475,302,733,4
"493",6,"dummy","cur",643,495,319,947,4
"494",6,"dummy","cur",615,471,378,680,4
"495",6,"dummy","cur",646,443,381,748,4
"496",6,"dummy","cur",577,473,483,602,4
"497",6,"dummy","cur",627,461,410,846,4
"498",6,"dummy","cur",595,342,346,437,4
"499",6,"dummy","cur",629,538,366,923,4
"500",6,"dummy","cur",617,242,374,1023,4
"501",6,"dummy","cur",661,538,370,719,4
"502",6,"dummy","cur",606,317,379,819,4
"503",6,"dummy","cur",639,555,439,493,4
"504",6,"dummy","cur",570,327,410,570,4
"505",6,"dummy","cur",663,452,466,896,4
"506",6,"dummy","cur",625,479,490,767,4
"507",6,"dummy","cur",631,480,399,574,4
"508",6,"dummy","cur",722,512,481,713,4
"509",6,"dummy","cur",614,445,450,754,4
"510",6,"dummy","cur",607,456,407,681,4
"511",6,"dummy","cur",582,395,406,886,4
"512",6,"dummy","cur",559,506,400,779,4
"513",6,"dummy","cur",574,550,425,801,4
"514",6,"dummy","cur",630,373,493,699,4
"515",6,"dummy","cur",595,417,337,644,4
"516",6,"dummy","cur",649,425,390,764,4
"517",6,"dummy","cur",584,609,369,739,4
"518",6,"dummy","cur",668,483,306,597,4
"519",6,"dummy","cur",457,245,390,639,4
"520",6,"dummy","cur",541,555,411,831,4
"521",6,"dummy","cur",637,500,377,592,4
"522",6,"dummy","cur",667,452,374,893,4
"523",6,"dummy","cur",619,437,435,838,4
"524",6,"dummy","cur",675,399,393,882,4
"525",6,"dummy","cur",635,493,495,798,4
"526",6,"dummy","cur",524,376,375,606,4
"527",6,"dummy","cur",599,279,475,953,4
"528",6,"dummy","cur",726,507,338,865,4
"529",6,"dummy","cur",672,496,428,554,4
"530",6,"dummy","cur",618,327,446,790,4
"531",6,"dummy","cur",578,362,385,864,4
"532",6,"dummy","cur",599,514,488,767,4
"533",6,"dummy","cur",619,508,623,479,4
"534",6,"dummy","cur",617,474,482,627,4
"535",6,"dummy","cur",670,400,504,542,4
"536",6,"dummy","cur",613,577,391,639,4
"537",6,"dummy","cur",600,457,423,614,4
"538",6,"dummy","cur",698,467,414,673,4
"539",6,"dummy","cur",585,507,408,699,4
"540",6,"dummy","cur",543,298,433,564,4
"541",6,"dummy","cur",657,310,405,796,4
"542",6,"dummy","cur",576,419,396,769,4
"543",6,"dummy","cur",601,390,322,850,4
"544",6,"dummy","cur",612,460,345,811,4
"545",6,"dummy","cur",634,427,525,773,4
"546",6,"dummy","cur",548,465,371,737,4
"547",6,"dummy","cur",519,454,370,679,4
"548",6,"dummy","cur",637,488,378,782,4
"549",6,"dummy","cur",632,444,430,893,4
"550",6,"dummy","cur",594,446,383,781,4
"551",6,"dummy","cur",603,486,440,645,4
"552",6,"dummy","cur",644,447,450,520,4
"553",6,"dummy","cur",650,571,473,673,4
"554",6,"dummy","cur",534,416,436,934,4
"555",6,"dummy","cur",619,445,378,812,4
"556",6,"dummy","cur",559,407,390,599,4
"557",6,"dummy","cur",602,674,365,764,4
"558",6,"dummy","cur",616,514,430,645,4
"559",6,"dummy","cur",657,343,425,650,4
"560",6,"dummy","cur",617,600,440,874,4
"561",6,"dummy","cur",604,258,450,687,4
"562",6,"dummy","cur",639,301,366,828,4
"563",6,"dummy","cur",592,432,418,750,4
"564",6,"dummy","cur",565,525,374,792,4
"565",6,"dummy","cur",443,486,356,620,4
"566",6,"dummy","cur",626,416,478,587,4
"567",6,"dummy","cur",647,514,319,772,4
"568",6,"dummy","cur",547,502,390,751,4
"569",6,"dummy","cur",673,442,398,659,4
"570",6,"dummy","cur",649,401,320,808,4
"571",6,"dummy","cur",615,262,418,810,4
"572",6,"dummy","cur",627,573,392,682,4
"573",6,"dummy","cur",500,394,389,611,4
"574",6,"dummy","cur",576,383,432,576,4
"575",6,"dummy","cur",636,411,447,746,4
"576",6,"dummy","cur",595,353,324,699,4
"577",6,"dummy","cur",683,425,365,966,4
"578",6,"dummy","cur",599,515,395,589,4
"579",6,"dummy","cur",656,568,371,808,4
"580",6,"dummy","cur",684,437,441,798,4
"581",6,"dummy","cur",603,448,307,667,4
"582",6,"dummy","cur",682,480,367,833,4
"583",6,"dummy","cur",459,441,383,687,4
"584",6,"dummy","cur",735,460,445,614,4
"585",6,"dummy","cur",603,458,343,979,4
"586",6,"dummy","cur",578,396,418,687,4
"587",6,"dummy","cur",630,506,384,603,4
"588",6,"dummy","cur",555,326,400,765,4
"589",6,"dummy","cur",725,576,386,757,4
"590",6,"dummy","cur",642,380,358,653,4
"591",6,"dummy","cur",664,499,389,830,4
"592",6,"dummy","cur",628,363,445,770,4
"593",6,"dummy","cur",613,534,445,816,4
"594",6,"dummy","cur",617,402,300,584,4
"595",6,"dummy","cur",476,322,371,906,4
"596",6,"dummy","cur",664,488,364,669,4
"597",6,"dummy","cur",592,423,545,689,4
"598",6,"dummy","cur",624,569,575,714,4
"599",6,"dummy","cur",596,396,309,734,4
"600",6,"dummy","cur",694,446,363,688,4
"601",6,"dummy","cur",602,383,467,712,4
"602",6,"dummy","cur",618,387,535,713,4
"603",6,"dummy","cur",544,419,374,700,4
"604",6,"dummy","cur",662,476,322,650,4
"605",6,"dummy","cur",681,585,327,646,4
"606",6,"dummy","cur",552,382,387,858,4
"607",6,"dummy","cur",526,401,342,704,4
"608",6,"dummy","cur",547,296,405,610,4
"609",6,"dummy","cur",634,494,372,544,4
"610",6,"dummy","cur",631,401,356,754,4
"611",6,"dummy","cur",637,569,455,792,4
"612",6,"dummy","cur",536,328,394,731,4
"613",6,"dummy","cur",607,315,494,538,4
"614",6,"dummy","cur",593,542,409,481,4
"615",6,"dummy","cur",702,366,437,750,4
"616",6,"dummy","cur",598,448,356,761,4
"617",6,"dummy","cur",647,467,457,704,4
"618",6,"dummy","cur",567,453,323,907,4
"619",6,"dummy","cur",711,367,333,486,4
"620",6,"dummy","cur",589,329,369,580,4
"621",6,"dummy","cur",568,466,417,761,4
"622",6,"dummy","cur",572,469,391,826,4
"623",6,"dummy","cur",614,425,375,869,4
"624",6,"dummy","cur",570,345,308,918,4
"625",6,"dummy","cur",641,445,341,623,4
"626",6,"dummy","cur",625,433,438,681,4
"627",6,"dummy","cur",537,403,322,684,4
"628",6,"dummy","cur",517,310,422,1060,4
"629",6,"dummy","cur",540,445,347,714,4
"630",6,"dummy","cur",609,325,474,669,4
"631",6,"dummy","cur",548,375,365,766,4
"632",6,"dummy","cur",609,453,372,707,4
"633",6,"dummy","cur",635,398,371,698,4
"634",6,"dummy","cur",566,323,435,574,4
"635",6,"dummy","cur",553,608,420,720,4
"636",6,"dummy","cur",498,326,401,875,4
"637",6,"dummy","cur",606,522,419,567,4
"638",6,"dummy","cur",650,331,390,548,4
"639",6,"dummy","cur",543,632,369,702,4
"640",6,"dummy","cur",608,374,341,713,4
"641",6,"dummy","cur",673,440,377,478,4
"642",6,"dummy","cur",622,451,450,727,4
"643",6,"dummy","cur",668,416,393,635,4
"644",6,"dummy","cur",623,607,412,698,4
"645",6,"dummy","cur",611,513,467,589,4
"646",6,"dummy","cur",590,383,456,834,4
"647",6,"dummy","cur",631,300,444,887,4
"648",6,"dummy","cur",700,306,325,822,4
"649",6,"dummy","cur",598,396,370,845,4
"650",6,"dummy","cur",616,367,390,826,4
"651",6,"dummy","cur",625,328,491,805,4
"652",6,"dummy","cur",658,342,474,886,4
"653",6,"dummy","cur",609,443,346,823,4
"654",6,"dummy","cur",629,377,420,595,4
"655",6,"dummy","cur",598,382,454,642,4
"656",6,"dummy","cur",623,413,359,782,4
"657",6,"dummy","cur",662,399,299,629,4
"658",6,"dummy","cur",638,358,421,696,4
"659",6,"dummy","cur",731,392,317,601,4
"660",6,"dummy","cur",661,480,428,603,4
"661",6,"dummy","cur",562,478,430,617,4
"662",6,"dummy","cur",672,432,348,704,4
"663",6,"dummy","cur",593,266,370,960,4
"664",6,"dummy","cur",630,447,405,660,4
"665",6,"dummy","cur",612,425,401,605,4
"666",6,"dummy","cur",653,383,414,881,4
"667",6,"dummy","cur",581,457,439,741,4
"668",6,"dummy","cur",657,419,583,558,4
"669",6,"dummy","cur",660,482,466,583,4
"670",6,"dummy","cur",699,439,323,911,4
"671",6,"dummy","cur",702,411,431,613,4
"672",6,"dummy","cur",616,307,465,778,4
"673",6,"dummy","cur",572,478,327,825,4
"674",6,"dummy","cur",681,507,473,778,4
"675",6,"dummy","cur",570,511,363,933,4
"676",6,"dummy","cur",664,417,458,674,4
"677",6,"dummy","cur",638,414,391,672,4
"678",6,"dummy","cur",629,393,328,743,4
"679",6,"dummy","cur",531,476,362,838,4
"680",6,"dummy","cur",604,363,390,748,4
"681",6,"dummy","cur",564,342,405,787,4
"682",6,"dummy","cur",647,485,479,728,4
"683",6,"dummy","cur",651,377,356,675,4
"684",6,"dummy","cur",501,401,354,645,4
"685",6,"dummy","cur",573,426,412,732,4
"686",6,"dummy","cur",599,423,376,731,4
"687",6,"dummy","cur",609,552,449,708,4
"688",6,"dummy","cur",656,459,502,803,4
"689",6,"dummy","cur",572,490,464,746,4
"690",6,"dummy","cur",535,421,443,804,4
"691",6,"dummy","cur",611,501,359,671,4
"692",6,"dummy","cur",680,424,463,598,4
"693",6,"dummy","cur",663,363,438,694,4
"694",6,"dummy","cur",784,494,368,729,4
"695",6,"dummy","cur",676,487,373,850,4
"696",6,"dummy","cur",657,169,404,638,4
"697",6,"dummy","cur",638,375,360,757,4
"698",6,"dummy","cur",684,262,344,749,4
"699",6,"dummy","cur",614,483,415,990,4
"700",6,"dummy","cur",643,465,400,789,4
"701",6,"dummy","cur",584,439,336,489,4
"702",6,"dummy","cur",531,516,432,585,4
"703",6,"dummy","cur",678,405,406,738,4
"704",6,"dummy","cur",546,373,390,632,4
"705",6,"dummy","cur",605,533,404,711,4
"706",6,"dummy","cur",544,389,464,661,4
"707",6,"dummy","cur",646,370,491,696,4
"708",6,"dummy","cur",504,314,528,804,4
"709",6,"dummy","cur",532,643,367,583,4
"710",6,"dummy","cur",533,490,383,965,4
"711",6,"dummy","cur",575,537,423,899,4
"712",6,"dummy","cur",562,514,357,810,4
"713",6,"dummy","cur",555,452,416,755,4
"714",6,"dummy","cur",642,467,435,613,4
"715",6,"dummy","cur",619,583,394,700,4
"716",6,"dummy","cur",657,428,433,808,4
"717",6,"dummy","cur",579,362,466,710,4
"718",6,"dummy","cur",499,493,394,615,4
"719",6,"dummy","cur",596,451,435,720,4
"720",6,"dummy","cur",690,486,356,666,4
"721",6,"dummy","cur",667,411,460,828,4
"722",6,"dummy","cur",753,420,435,898,4
"723",6,"dummy","cur",697,422,383,781,4
"724",6,"dummy","cur",697,433,453,747,4
"725",6,"dummy","cur",693,428,360,816,4
"726",6,"dummy","cur",707,426,405,528,4
"727",6,"dummy","cur",635,444,357,695,4
"728",6,"dummy","cur",540,465,400,659,4
"729",6,"dummy","cur",546,354,477,846,4
"730",6,"dummy","cur",688,471,408,1014,4
"731",6,"dummy","cur",593,327,452,790,4
"732",6,"dummy","cur",572,540,428,642,4
"733",6,"dummy","cur",645,578,530,823,4
"734",6,"dummy","cur",672,506,408,681,4
"735",6,"dummy","cur",595,446,442,850,4
"736",6,"dummy","cur",643,452,332,749,4
"737",6,"dummy","cur",575,446,375,789,4
"738",6,"dummy","cur",628,474,445,717,4
"739",6,"dummy","cur",515,379,280,694,4
"740",6,"dummy","cur",549,371,373,815,4
"741",6,"dummy","cur",605,487,411,670,4
"742",6,"dummy","cur",761,433,397,672,4
"743",6,"dummy","cur",592,461,390,405,4
"744",6,"dummy","cur",573,499,490,494,4
"745",6,"dummy","cur",639,392,439,826,4
"746",6,"dummy","cur",614,308,423,649,4
"747",6,"dummy","cur",612,384,438,571,4
"748",6,"dummy","cur",627,411,428,999,4
"749",6,"dummy","cur",564,460,431,694,4
"750",6,"dummy","cur",614,408,425,671,4
"751",6,"dummy","cur",532,450,334,834,4
"752",6,"dummy","cur",583,357,490,879,4
"753",6,"dummy","cur",600,380,346,888,4
"754",6,"dummy","cur",722,409,376,705,4
"755",6,"dummy","cur",633,427,383,512,4
"756",6,"dummy","cur",652,477,445,677,4
"757",6,"dummy","cur",621,501,387,611,4
"758",6,"dummy","cur",674,431,371,609,4
"759",6,"dummy","cur",660,455,423,984,4
"760",6,"dummy","cur",609,384,466,691,4
"761",6,"dummy","cur",519,445,387,700,4
"762",6,"dummy","cur",604,504,529,743,4
"763",6,"dummy","cur",613,409,430,760,4
"764",6,"dummy","cur",620,440,461,769,4
"765",6,"dummy","cur",683,326,446,783,4
"766",6,"dummy","cur",684,338,429,634,4
"767",6,"dummy","cur",678,385,438,914,4
"768",6,"dummy","cur",562,378,302,887,4
"769",6,"dummy","cur",655,434,317,950,4
"770",6,"dummy","cur",657,446,455,734,4
"771",6,"dummy","cur",517,446,401,622,4
"772",6,"dummy","cur",706,481,462,630,4
"773",6,"dummy","cur",620,446,391,863,4
"774",6,"dummy","cur",640,399,363,774,4
"775",6,"dummy","cur",738,438,390,850,4
"776",6,"dummy","cur",563,508,390,666,4
"777",6,"dummy","cur",527,465,440,743,4
"778",6,"dummy","cur",690,459,492,928,4
"779",6,"dummy","cur",628,551,465,523,4
"780",6,"dummy","cur",643,476,421,699,4
"781",6,"dummy","cur",632,506,452,586,4
"782",6,"dummy","cur",615,481,425,845,4
"783",6,"dummy","cur",630,283,346,857,4
"784",6,"dummy","cur",603,462,426,763,4
"785",6,"dummy","cur",627,461,466,523,4
"786",6,"dummy","cur",716,414,455,619,4
"787",6,"dummy","cur",619,339,445,738,4
"788",6,"dummy","cur",502,450,417,546,4
"789",6,"dummy","cur",534,521,411,919,4
"790",6,"dummy","cur",620,569,473,888,4
"791",6,"dummy","cur",590,573,345,843,4
"792",6,"dummy","cur",536,343,484,898,4
"793",6,"dummy","cur",531,478,430,809,4
"794",6,"dummy","cur",655,375,407,977,4
"795",6,"dummy","cur",677,368,387,638,4
"796",6,"dummy","cur",672,442,480,900,4
"797",6,"dummy","cur",659,413,325,717,4
"798",6,"dummy","cur",657,482,414,855,4
"799",6,"dummy","cur",556,561,401,712,4
"800",6,"dummy","cur",634,475,383,707,4
"801",6,"dummy","cur",603,423,320,694,4
"802",6,"dummy","cur",634,371,349,559,4
"803",6,"dummy","cur",604,383,444,809,4
"804",6,"dummy","cur",543,534,378,804,4
"805",6,"dummy","cur",661,359,462,835,4
"806",6,"dummy","cur",612,350,374,803,4
"807",6,"dummy","cur",545,455,398,659,4
"808",6,"dummy","cur",564,463,425,875,4
"809",6,"dummy","cur",575,372,535,897,4
"810",6,"dummy","cur",578,455,408,706,4
"811",6,"dummy","cur",624,425,341,653,4
"812",6,"dummy","cur",555,418,401,785,4
"813",6,"dummy","cur",675,544,473,814,4
"814",6,"dummy","cur",675,322,361,754,4
"815",6,"dummy","cur",650,536,386,979,4
"816",6,"dummy","cur",661,436,402,634,4
"817",6,"dummy","cur",597,442,446,732,4
"818",6,"dummy","cur",641,554,396,715,4
"819",6,"dummy","cur",618,535,299,729,4
"820",6,"dummy","cur",662,389,365,761,4
"821",6,"dummy","cur",623,433,385,532,4
"822",6,"dummy","cur",679,428,442,866,4
"823",6,"dummy","cur",629,419,400,759,4
"824",6,"dummy","cur",571,384,379,819,4
"825",6,"dummy","cur",640,431,363,638,4
"826",6,"dummy","cur",595,396,362,695,4
"827",6,"dummy","cur",618,363,368,642,4
"828",6,"dummy","cur",580,388,481,731,4
"829",6,"dummy","cur",629,482,435,812,4
"830",6,"dummy","cur",588,439,387,867,4
"831",6,"dummy","cur",594,458,448,846,4
"832",6,"dummy","cur",508,477,368,668,4
"833",6,"dummy","cur",541,384,412,787,4
"834",6,"dummy","cur",542,470,373,903,4
"835",6,"dummy","cur",669,505,497,814,4
"836",6,"dummy","cur",590,300,360,748,4
"837",6,"dummy","cur",613,544,403,700,4
"838",6,"dummy","cur",529,480,321,879,4
"839",6,"dummy","cur",580,312,378,674,4
"840",6,"dummy","cur",715,504,442,640,4
"841",6,"dummy","cur",744,370,490,744,4
"842",6,"dummy","cur",674,489,370,809,4
"843",6,"dummy","cur",650,463,455,747,4
"844",6,"dummy","cur",678,399,464,592,4
"845",6,"dummy","cur",634,496,342,719,4
"846",6,"dummy","cur",634,264,370,591,4
"847",6,"dummy","cur",735,446,301,733,4
"848",6,"dummy","cur",597,462,447,868,4
"849",6,"dummy","cur",621,369,347,726,4
"850",6,"dummy","cur",570,500,372,567,4
"851",6,"dummy","cur",698,472,335,515,4
"852",6,"dummy","cur",573,564,363,907,4
"853",6,"dummy","cur",615,575,390,840,4
"854",6,"dummy","cur",662,516,459,896,4
"855",6,"dummy","cur",569,332,402,827,4
"856",6,"dummy","cur",576,585,341,671,4
"857",6,"dummy","cur",618,343,440,763,4
"858",6,"dummy","cur",595,406,368,795,4
"859",6,"dummy","cur",582,442,425,690,4
"860",6,"dummy","cur",666,347,366,695,4
"861",6,"dummy","cur",693,571,430,519,4
"862",6,"dummy","cur",613,570,433,505,4
"863",6,"dummy","cur",672,510,525,691,4
"864",6,"dummy","cur",695,468,516,631,4
"865",6,"dummy","cur",629,285,438,676,4
"866",6,"dummy","cur",568,391,387,827,4
"867",6,"dummy","cur",722,545,428,692,4
"868",6,"dummy","cur",505,392,464,582,4
"869",6,"dummy","cur",533,400,447,899,4
"870",6,"dummy","cur",589,448,461,516,4
"871",6,"dummy","cur",670,479,319,766,4
"872",6,"dummy","cur",706,441,401,908,4
"873",6,"dummy","cur",556,361,366,459,4
"874",6,"dummy","cur",557,426,360,646,4
"875",6,"dummy","cur",628,494,465,666,4
"876",6,"dummy","cur",679,462,408,852,4
"877",6,"dummy","cur",504,450,357,935,4
"878",6,"dummy","cur",692,434,461,654,4
"879",6,"dummy","cur",563,301,414,778,4
"880",6,"dummy","cur",728,483,433,602,4
"881",6,"dummy","cur",620,493,395,573,4
"882",6,"dummy","cur",602,413,346,759,4
"883",6,"dummy","cur",582,653,441,669,4
"884",6,"dummy","cur",677,420,474,625,4
"885",6,"dummy","cur",600,453,354,486,4
"886",6,"dummy","cur",652,463,338,449,4
"887",6,"dummy","cur",660,414,524,681,4
"888",6,"dummy","cur",644,431,465,709,4
"889",6,"dummy","cur",606,433,355,569,4
"890",6,"dummy","cur",626,440,366,831,4
"891",6,"dummy","cur",691,402,333,845,4
"892",6,"dummy","cur",519,561,336,831,4
"893",6,"dummy","cur",576,367,354,632,4
"894",6,"dummy","cur",574,284,416,729,4
"895",6,"dummy","cur",626,501,401,643,4
"896",6,"dummy","cur",545,449,357,848,4
"897",6,"dummy","cur",707,400,381,625,4
"898",6,"dummy","cur",646,413,323,629,4
"899",6,"dummy","cur",627,527,477,859,4
"900",6,"dummy","cur",615,400,491,742,4
"901",6,"dummy","cur",603,448,471,754,4
"902",6,"dummy","cur",651,477,415,1001,4
"903",6,"dummy","cur",644,432,413,835,4
"904",6,"dummy","cur",604,328,490,657,4
"905",6,"dummy","cur",688,512,407,684,4
"906",6,"dummy","cur",612,527,430,694,4
"907",6,"dummy","cur",575,468,348,910,4
"908",6,"dummy","cur",505,396,541,889,4
"909",6,"dummy","cur",616,466,371,668,4
"910",6,"dummy","cur",612,295,386,716,4
"911",6,"dummy","cur",572,335,394,660,4
"912",6,"dummy","cur",520,397,370,521,4
"913",6,"dummy","cur",552,469,472,822,4
"914",6,"dummy","cur",582,451,326,551,4
"915",6,"dummy","cur",633,456,410,626,4
"916",6,"dummy","cur",690,458,396,781,4
"917",6,"dummy","cur",698,352,411,885,4
"918",6,"dummy","cur",648,298,441,905,4
"919",6,"dummy","cur",644,394,359,809,4
"920",6,"dummy","cur",601,465,431,976,4
"921",6,"dummy","cur",601,433,432,732,4
"922",6,"dummy","cur",618,499,408,628,4
"923",6,"dummy","cur",512,428,385,916,4
"924",6,"dummy","cur",658,389,418,856,4
"925",6,"dummy","cur",522,431,424,836,4
"926",6,"dummy","cur",623,386,364,839,4
"927",6,"dummy","cur",672,544,406,795,4
"928",6,"dummy","cur",593,393,347,667,4
"929",6,"dummy","cur",680,346,277,567,4
"930",6,"dummy","cur",573,371,418,525,4
"931",6,"dummy","cur",597,504,428,975,4
"932",6,"dummy","cur",663,396,445,847,4
"933",6,"dummy","cur",685,316,292,783,4
"934",6,"dummy","cur",565,579,327,791,4
"935",6,"dummy","cur",631,446,393,947,4
"936",6,"dummy","cur",648,491,400,950,4
"937",6,"dummy","cur",589,443,324,831,4
"938",6,"dummy","cur",705,335,437,850,4
"939",6,"dummy","cur",653,511,451,623,4
"940",6,"dummy","cur",649,373,435,483,4
"941",6,"dummy","cur",608,343,468,996,4
"942",6,"dummy","cur",538,456,415,745,4
"943",6,"dummy","cur",672,478,460,951,4
"944",6,"dummy","cur",647,378,494,899,4
"945",6,"dummy","cur",595,493,346,1063,4
"946",6,"dummy","cur",586,471,419,605,4
"947",6,"dummy","cur",688,499,420,755,4
"948",6,"dummy","cur",589,434,348,506,4
"949",6,"dummy","cur",668,329,354,667,4
"950",6,"dummy","cur",694,587,427,542,4
"951",6,"dummy","cur",570,397,371,527,4
"952",6,"dummy","cur",631,253,484,763,4
"953",6,"dummy","cur",595,447,402,896,4
"954",6,"dummy","cur",619,449,296,648,4
"955",6,"dummy","cur",659,278,496,874,4
"956",6,"dummy","cur",604,231,397,759,4
"957",6,"dummy","cur",523,424,412,667,4
"958",6,"dummy","cur",492,599,426,841,4
"959",6,"dummy","cur",577,339,391,833,4
"960",6,"dummy","cur",565,409,436,657,4
"961",6,"dummy","cur",607,389,530,663,4
"962",6,"dummy","cur",579,561,512,826,4
"963",6,"dummy","cur",602,386,365,840,4
"964",6,"dummy","cur",647,578,386,863,4
"965",6,"dummy","cur",562,512,459,770,4
"966",6,"dummy","cur",678,566,455,626,4
"967",6,"dummy","cur",611,487,390,944,4
"968",6,"dummy","cur",665,534,389,641,4
"969",6,"dummy","cur",657,540,431,596,4
"970",6,"dummy","cur",679,380,370,956,4
"971",6,"dummy","cur",560,471,441,618,4
"972",6,"dummy","cur",557,377,417,616,4
"973",6,"dummy","cur",570,336,399,811,4
"974",6,"dummy","cur",636,375,391,826,4
"975",6,"dummy","cur",756,466,319,746,4
"976",6,"dummy","cur",561,486,339,806,4
"977",6,"dummy","cur",644,426,391,995,4
"978",6,"dummy","cur",637,482,383,721,4
"979",6,"dummy","cur",663,475,360,762,4
"980",6,"dummy","cur",591,447,397,654,4
"981",6,"dummy","cur",588,373,454,918,4
"982",6,"dummy","cur",680,495,330,984,4
"983",6,"dummy","cur",618,450,449,1071,4
"984",6,"dummy","cur",664,443,269,806,4
"985",6,"dummy","cur",629,528,466,860,4
"986",6,"dummy","cur",588,606,431,738,4
"987",6,"dummy","cur",634,551,435,768,4
"988",6,"dummy","cur",501,501,469,781,4
"989",6,"dummy","cur",612,355,349,769,4
"990",6,"dummy","cur",617,403,396,765,4
"991",6,"dummy","cur",672,469,464,711,4
"992",6,"dummy","cur",651,477,474,709,4
"993",6,"dummy","cur",602,576,424,649,4
"994",6,"dummy","cur",568,375,351,670,4
"995",6,"45","ina",403,545,544,373,3
"996",6,"45","ina",625,481,395,794,3
"997",6,"45","ina",420,411,327,377,3
"998",6,"45","ina",553,478,461,728,3
"999",6,"45","ina",388,348,425,312,3
"1000",6,"45","ina",638,521,530,841,3
"1001",6,"45","ina",395,448,392,489,3
"1002",6,"45","ina",647,483,451,824,3
"1003",6,"45","ina",394,556,487,365,3
"1004",6,"45","ina",681,447,474,850,3
"1005",6,"45","ina",442,483,465,385,3
"1006",6,"45","ina",376,459,338,279,3
"1007",6,"45","ina",651,550,395,610,3
"1008",6,"45","ina",645,505,549,842,3
"1009",6,"45","ina",670,390,500,841,3
"1010",6,"45","ina",550,479,372,725,3
"1011",6,"45","ina",665,499,538,857,3
"1012",6,"56","ina",534,356,469,728,3
"1013",6,"56","ina",375,376,345,432,3
"1014",6,"56","ina",674,358,487,852,3
"1015",6,"56","ina",682,530,486,857,3
"1016",6,"56","ina",592,474,425,767,3
"1017",6,"56","ina",457,513,362,447,3
"1018",6,"56","ina",356,502,336,269,3
"1019",6,"56","ina",353,451,381,330,3
"1020",6,"56","ina",411,370,440,279,3
"1021",6,"56","ina",350,515,405,327,3
"1022",6,"56","ina",609,485,374,732,3
"1023",6,"56","ina",398,583,504,313,3
"1024",6,"56","ina",432,492,443,388,3
"1025",6,"57","ina",603,453,382,813,3
