"week","ind","type","KLRG1","CD25","CCR8","Ki67","type2"
7,56,"ina",473,293,249,837,3
7,56,"ina",219,369,269,280,3
7,56,"ina",321,494,248,683,3
7,57,"ina",563,350,353,860,3
7,57,"ina",223,462,335,337,3
7,57,"ina",106,410,521,393,3
7,57,"ina",184,377,377,352,3
7,46,"ina",579,351,461,871,1
7,46,"ina",581,393,475,890,1
7,46,"ina",566,425,405,866,1
7,46,"ina",324,341,570,770,1
7,45,"rb",604,316,441,379,2
7,45,"rb",402,318,524,773,2
7,45,"rb",424,332,561,681,2
7,45,"rb",336,347,484,610,2
7,45,"rb",399,311,495,355,2
7,45,"rb",519,345,563,421,2
7,56,"rb",586,285,241,832,2
7,56,"rb",562,527,446,379,2
7,56,"rb",355,284,285,307,2
7,56,"rb",318,312,296,253,2
7,56,"rb",356,377,315,288,2
7,56,"rb",308,324,272,376,2
7,56,"rb",647,586,300,344,2
7,56,"rb",196,310,280,408,2
7,56,"rb",587,362,288,696,2
7,56,"rb",395,319,325,413,2
7,56,"rb",310,378,317,272,2
7,56,"rb",345,292,263,312,2
7,56,"rb",225,295,263,546,2
7,56,"rb",495,484,293,719,2
7,56,"rb",201,376,289,237,2
7,56,"rb",123,295,259,477,2
7,56,"rb",473,320,413,661,2
7,56,"rb",428,304,346,695,2
7,56,"rb",515,511,384,286,2
7,56,"rb",286,300,246,271,2
7,56,"rb",347,345,310,333,2
7,56,"rb",362,524,268,603,2
7,56,"rb",206,350,295,268,2
7,56,"rb",375,342,248,540,2
7,56,"rb",331,341,400,611,2
7,56,"rb",213,341,262,263,2
7,56,"rb",245,453,254,635,2
7,56,"rb",447,567,341,259,2
7,56,"rb",395,319,278,296,2
7,56,"rb",428,305,263,287,2
7,56,"rb",331,358,299,487,2
7,56,"rb",497,509,394,485,2
7,56,"rb",530,327,302,423,2
7,56,"rb",261,316,285,324,2
7,56,"rb",312,331,294,250,2
7,56,"rb",609,523,297,288,2
7,56,"rb",482,284,262,295,2
7,56,"rb",558,630,257,334,2
7,56,"rb",370,318,304,378,2
7,56,"rb",408,312,300,724,2
7,56,"rb",321,302,324,282,2
7,56,"rb",632,322,283,315,2
7,56,"rb",414,294,307,318,2
7,56,"rb",243,285,281,254,2
7,56,"rb",341,339,303,280,2
7,56,"rb",551,383,290,321,2
7,56,"rb",506,299,346,825,2
7,56,"rb",413,356,304,305,2
7,56,"rb",185,391,304,315,2
7,56,"rb",321,414,342,296,2
7,56,"rb",431,325,287,331,2
7,56,"rb",66,331,297,280,2
7,56,"rb",363,341,263,307,2
7,56,"rb",602,304,321,786,2
7,56,"rb",513,296,361,766,2
7,56,"rb",324,287,343,545,2
7,56,"rb",392,344,278,308,2
7,56,"rb",340,394,271,272,2
7,56,"rb",346,313,379,329,2
7,56,"rb",419,423,308,287,2
7,56,"rb",458,437,267,636,2
7,56,"rb",452,316,298,704,2
7,56,"rb",518,347,282,786,2
7,56,"rb",363,336,289,429,2
7,56,"rb",214,306,246,398,2
7,56,"rb",264,304,256,239,2
7,56,"rb",698,601,257,253,2
7,56,"rb",360,376,298,285,2
7,56,"rb",106,349,301,256,2
7,56,"rb",409,293,274,324,2
7,56,"rb",358,518,284,250,2
7,56,"rb",392,298,302,251,2
7,56,"rb",29,287,323,289,2
7,57,"rb",445,333,306,318,2
7,57,"rb",535,337,401,292,2
7,57,"rb",250,380,338,715,2
7,57,"rb",595,337,428,292,2
7,57,"rb",527,315,354,851,2
7,57,"rb",303,338,341,272,2
7,57,"rb",409,319,338,377,2
7,57,"rb",116,331,381,370,2
7,57,"rb",296,350,520,383,2
7,57,"rb",603,322,475,889,2
7,57,"rb",542,327,375,323,2
7,57,"rb",307,334,369,393,2
7,57,"rb",540,353,359,582,2
7,57,"rb",550,635,295,814,2
7,57,"rb",278,381,346,412,2
7,57,"rb",610,575,464,858,2
7,57,"rb",339,367,306,515,2
7,57,"rb",594,365,457,372,2
7,57,"rb",584,337,437,786,2
7,57,"rb",86,319,345,311,2
7,57,"rb",606,338,488,852,2
7,57,"rb",562,340,397,323,2
7,57,"rb",370,329,318,277,2
7,46,"rb",578,345,453,849,0
7,46,"rb",113,354,388,389,0
7,46,"rb",372,331,537,687,0
7,46,"rb",476,320,529,770,0
7,46,"rb",405,558,321,693,0
7,46,"rb",530,303,495,778,0
7,46,"rb",349,316,481,367,0
7,46,"rb",633,332,372,455,0
7,46,"rb",480,309,373,771,0
7,46,"rb",355,315,590,525,0
8,45,"cur",297,426,341,341,4
8,45,"cur",424,286,340,763,4
8,45,"cur",315,313,250,388,4
8,45,"cur",527,346,411,875,4
8,45,"cur",411,291,285,592,4
8,45,"cur",457,509,206,851,4
8,45,"cur",485,337,341,791,4
8,45,"cur",565,331,311,732,4
8,45,"cur",467,394,487,572,4
8,45,"cur",524,312,432,757,4
8,45,"cur",449,296,250,689,4
8,45,"cur",662,295,270,747,4
8,45,"cur",613,323,310,364,4
8,45,"cur",406,368,272,762,4
8,45,"cur",279,387,257,349,4
8,45,"cur",320,322,250,531,4
8,45,"cur",595,289,264,515,4
8,45,"cur",506,301,326,840,4
8,45,"cur",449,286,249,785,4
8,45,"cur",413,272,449,682,4
8,56,"cur",245,245,255,630,4
8,56,"cur",506,465,227,273,4
8,56,"cur",602,305,221,781,4
8,56,"cur",328,325,305,678,4
8,56,"cur",411,398,227,388,4
8,56,"cur",314,326,248,318,4
8,56,"cur",288,303,232,319,4
8,56,"cur",448,655,237,660,4
8,56,"cur",473,514,216,415,4
8,56,"cur",199,269,233,309,4
8,56,"cur",457,377,229,241,4
8,56,"cur",305,478,231,562,4
8,56,"cur",395,245,238,731,4
8,56,"cur",454,283,309,811,4
8,56,"cur",387,273,276,441,4
8,56,"cur",360,411,235,297,4
8,56,"cur",448,287,305,523,4
8,56,"cur",749,287,254,334,4
8,56,"cur",186,556,236,410,4
8,56,"cur",271,374,239,294,4
8,56,"cur",711,467,297,798,4
8,56,"cur",399,423,259,345,4
8,56,"cur",294,254,256,372,4
8,56,"cur",371,298,231,270,4
8,56,"cur",201,269,238,353,4
8,56,"cur",479,361,248,416,4
8,56,"cur",421,290,273,316,4
8,56,"cur",367,479,236,556,4
8,56,"cur",738,249,264,849,4
8,56,"cur",428,247,266,789,4
8,56,"cur",445,245,256,660,4
8,56,"cur",512,234,255,748,4
8,56,"cur",687,356,266,267,4
8,56,"cur",298,370,233,288,4
8,56,"cur",286,306,271,462,4
8,56,"cur",121,377,236,345,4
8,56,"cur",475,444,274,310,4
8,56,"cur",345,286,263,328,4
8,56,"cur",465,253,354,823,4
8,56,"cur",571,465,333,810,4
8,56,"cur",385,330,255,308,4
8,56,"cur",388,540,237,372,4
8,56,"cur",756,448,368,767,4
8,56,"cur",532,359,237,296,4
8,56,"cur",259,297,236,314,4
8,56,"cur",397,589,255,642,4
8,56,"cur",420,290,283,501,4
8,56,"cur",389,253,247,752,4
8,56,"cur",185,265,238,341,4
8,56,"cur",221,317,242,283,4
8,56,"cur",364,587,235,308,4
8,56,"cur",727,295,247,339,4
8,56,"cur",329,342,266,303,4
8,56,"cur",307,302,249,387,4
8,56,"cur",311,289,230,354,4
8,56,"cur",313,324,240,308,4
8,56,"cur",365,314,239,314,4
8,56,"cur",265,315,256,455,4
8,56,"cur",530,268,250,565,4
8,56,"cur",356,298,240,364,4
8,56,"cur",178,259,283,679,4
8,56,"cur",213,245,231,339,4
8,56,"cur",542,353,265,323,4
8,56,"cur",568,305,262,652,4
8,56,"cur",456,410,231,285,4
8,56,"cur",504,677,258,316,4
8,56,"cur",185,532,227,311,4
8,56,"cur",280,401,229,454,4
8,56,"cur",428,293,262,355,4
8,56,"cur",613,457,235,428,4
8,56,"cur",439,338,291,776,4
8,56,"cur",457,267,403,629,4
8,56,"cur",190,274,249,542,4
8,56,"cur",251,637,245,357,4
8,56,"cur",449,265,265,281,4
8,56,"cur",398,276,284,690,4
8,56,"cur",382,411,227,256,4
8,56,"cur",325,266,298,593,4
8,56,"cur",178,273,248,294,4
8,56,"cur",452,324,271,321,4
8,56,"cur",550,246,290,769,4
8,56,"cur",400,271,256,431,4
8,56,"cur",261,533,249,285,4
8,56,"cur",310,311,239,304,4
8,56,"cur",352,292,251,330,4
8,56,"cur",355,257,234,241,4
8,56,"cur",448,271,248,279,4
8,56,"cur",584,439,259,809,4
8,56,"cur",534,310,303,327,4
8,56,"cur",398,258,261,710,4
8,56,"cur",515,264,318,733,4
8,56,"cur",498,552,335,349,4
8,56,"cur",613,337,245,288,4
8,56,"cur",629,307,236,374,4
8,56,"cur",353,429,233,303,4
8,56,"cur",415,276,271,355,4
8,56,"cur",481,265,255,713,4
8,56,"cur",180,251,236,566,4
8,56,"cur",247,255,263,550,4
8,56,"cur",347,260,249,558,4
8,56,"cur",383,268,252,656,4
8,56,"cur",278,507,257,539,4
8,56,"cur",364,278,255,804,4
8,56,"cur",471,246,325,562,4
8,56,"cur",343,266,271,609,4
8,56,"cur",336,306,251,561,4
8,56,"cur",634,448,291,719,4
8,56,"cur",527,253,243,753,4
8,56,"cur",316,291,241,312,4
8,56,"cur",548,258,351,885,4
8,56,"cur",486,438,400,302,4
8,56,"cur",445,386,223,273,4
8,56,"cur",330,246,273,653,4
8,56,"cur",286,555,244,290,4
8,56,"cur",314,454,258,319,4
8,56,"cur",321,353,245,314,4
8,56,"cur",174,299,231,359,4
8,56,"cur",497,427,336,813,4
8,56,"cur",732,292,246,303,4
8,56,"cur",414,280,253,266,4
8,56,"cur",476,286,240,368,4
8,56,"cur",452,554,229,325,4
8,56,"cur",403,474,271,690,4
8,56,"cur",222,673,214,314,4
8,56,"cur",378,261,275,680,4
8,56,"cur",485,288,345,799,4
8,56,"cur",462,278,246,482,4
8,56,"cur",697,445,256,466,4
8,56,"cur",243,276,250,508,4
8,56,"cur",291,367,246,297,4
8,56,"cur",504,356,273,779,4
8,56,"cur",328,278,261,523,4
8,56,"cur",382,285,274,322,4
8,56,"cur",348,315,257,550,4
8,56,"cur",441,374,264,249,4
8,56,"cur",712,341,234,228,4
8,56,"cur",452,278,294,770,4
8,56,"cur",329,353,244,256,4
8,56,"cur",339,308,243,311,4
8,56,"cur",406,295,247,454,4
8,56,"cur",404,353,292,747,4
8,56,"cur",407,458,247,294,4
8,57,"cur",530,482,278,800,4
8,57,"cur",365,414,244,354,4
8,57,"cur",368,347,332,814,4
8,57,"cur",358,257,281,812,4
8,57,"cur",330,337,277,305,4
8,57,"cur",320,496,229,288,4
8,57,"cur",261,633,274,329,4
8,57,"cur",200,377,306,244,4
8,57,"cur",301,269,266,728,4
8,57,"cur",200,250,240,305,4
8,57,"cur",309,290,252,326,4
8,57,"cur",497,322,243,292,4
8,57,"cur",293,349,314,552,4
8,57,"cur",421,271,260,778,4
8,57,"cur",754,338,235,365,4
8,57,"cur",341,290,246,683,4
8,57,"cur",363,289,231,480,4
8,57,"cur",234,272,249,327,4
8,57,"cur",454,394,244,314,4
8,57,"cur",411,353,262,691,4
8,57,"cur",586,347,302,856,4
8,57,"cur",490,560,225,298,4
8,57,"cur",496,294,286,804,4
8,57,"cur",454,391,337,793,4
8,57,"cur",388,241,243,753,4
8,57,"cur",267,272,253,679,4
8,57,"cur",164,328,240,437,4
8,57,"cur",318,296,248,314,4
8,57,"cur",145,260,245,703,4
8,57,"cur",482,261,325,838,4
8,57,"cur",355,439,244,631,4
8,57,"cur",376,441,237,260,4
8,57,"cur",425,514,293,639,4
8,57,"cur",473,467,257,587,4
8,57,"cur",424,294,269,697,4
8,57,"cur",312,252,253,637,4
8,57,"cur",436,332,262,499,4
8,57,"cur",312,255,267,516,4
8,57,"cur",386,262,366,815,4
8,57,"cur",355,289,264,570,4
8,57,"cur",334,285,259,613,4
8,57,"cur",268,258,243,288,4
8,57,"cur",402,258,288,642,4
8,57,"cur",342,288,279,680,4
8,57,"cur",275,285,232,383,4
8,57,"cur",387,401,248,510,4
8,57,"cur",180,513,241,481,4
8,57,"cur",398,422,289,684,4
8,57,"cur",284,338,237,406,4
8,57,"cur",379,440,292,333,4
8,57,"cur",592,275,251,465,4
8,57,"cur",234,257,254,645,4
8,57,"cur",291,296,228,418,4
8,57,"cur",390,414,244,650,4
8,57,"cur",246,547,246,483,4
8,57,"cur",164,249,235,584,4
8,57,"cur",458,371,228,466,4
8,57,"cur",530,289,236,339,4
8,57,"cur",217,252,244,363,4
8,45,"ina",164,314,305,311,3
8,45,"ina",440,300,243,776,3
8,45,"ina",271,517,328,347,3
8,56,"ina",77,348,249,468,3
8,56,"ina",165,436,266,313,3
8,56,"ina",179,334,243,302,3
8,56,"ina",185,294,256,260,3
8,56,"ina",276,294,246,760,3
8,56,"ina",0,454,268,632,3
8,56,"ina",147,569,261,356,3
8,56,"ina",286,297,251,266,3
8,56,"ina",186,415,267,404,3
8,56,"ina",171,434,304,283,3
8,56,"ina",195,378,243,280,3
8,56,"ina",261,499,240,288,3
8,56,"ina",163,278,248,286,3
8,56,"ina",205,295,240,269,3
8,56,"ina",147,334,231,247,3
8,56,"ina",180,528,226,754,3
8,56,"ina",386,613,293,777,3
8,56,"ina",81,332,376,311,3
8,56,"ina",132,527,285,292,3
8,56,"ina",231,401,249,281,3
8,56,"ina",39,479,230,239,3
8,56,"ina",696,399,247,253,3
8,56,"ina",200,337,261,327,3
8,56,"ina",293,413,250,277,3
8,56,"ina",191,374,251,245,3
8,56,"ina",509,342,284,266,3
8,56,"ina",222,391,255,276,3
8,56,"ina",170,265,251,454,3
8,56,"ina",141,309,238,228,3
8,56,"ina",95,317,237,268,3
8,57,"ina",255,415,274,450,3
8,57,"ina",235,574,289,513,3
8,57,"ina",94,367,244,314,3
8,57,"ina",152,342,277,269,3
8,57,"ina",143,390,255,297,3
8,57,"ina",239,660,228,334,3
8,57,"ina",197,435,242,232,3
8,57,"ina",300,417,359,664,3
8,57,"ina",139,356,243,293,3
8,57,"ina",496,279,235,625,3
8,57,"ina",225,400,248,271,3
8,57,"ina",133,275,255,501,3
8,57,"ina",207,594,241,298,3
8,57,"ina",187,583,253,260,3
8,57,"ina",237,401,238,271,3
8,57,"ina",247,313,235,515,3
8,57,"ina",177,297,249,340,3
8,57,"ina",278,523,253,267,3
8,57,"ina",133,408,245,298,3
8,57,"ina",127,406,261,297,3
8,57,"ina",247,407,263,297,3
8,46,"ina",321,412,233,295,1
8,46,"ina",226,508,268,352,1
8,46,"ina",275,284,240,274,1
8,46,"ina",196,471,237,304,1
8,46,"ina",341,373,223,678,1
8,46,"ina",117,360,260,329,1
8,46,"ina",224,423,284,232,1
8,46,"ina",173,509,246,276,1
8,46,"ina",372,299,222,806,1
8,46,"ina",294,318,249,299,1
8,46,"ina",174,492,227,289,1
8,46,"ina",487,334,261,484,1
8,46,"ina",220,518,253,309,1
8,46,"ina",206,314,271,301,1
8,46,"ina",266,315,262,721,1
8,46,"ina",223,545,230,277,1
8,46,"ina",395,570,277,758,1
8,46,"ina",235,377,231,586,1
8,46,"ina",330,338,247,653,1
8,46,"ina",198,327,298,346,1
8,46,"ina",250,258,315,589,1
8,46,"ina",162,558,234,280,1
8,46,"ina",502,479,245,312,1
8,46,"ina",257,391,230,330,1
8,46,"ina",78,348,245,311,1
8,46,"ina",274,564,232,562,1
8,46,"ina",512,414,354,630,1
8,46,"ina",201,418,241,618,1
8,46,"ina",58,509,270,272,1
8,46,"ina",239,330,250,306,1
8,46,"ina",349,469,277,304,1
8,46,"ina",260,377,254,712,1
8,46,"ina",411,515,316,735,1
8,46,"ina",150,287,240,254,1
8,46,"ina",165,373,255,555,1
8,46,"ina",146,335,263,397,1
8,46,"ina",150,411,256,313,1
8,46,"ina",324,320,227,710,1
8,46,"ina",164,444,254,297,1
8,46,"ina",166,458,227,276,1
8,46,"ina",130,517,254,466,1
8,46,"ina",267,512,244,508,1
8,46,"ina",147,363,257,467,1
8,46,"ina",95,450,238,296,1
8,46,"ina",424,445,272,785,1
8,46,"ina",219,467,239,356,1
8,46,"ina",182,485,240,256,1
8,46,"ina",163,333,258,398,1
8,46,"ina",17,407,237,290,1
8,46,"ina",180,505,245,498,1
8,46,"ina",178,385,257,269,1
8,46,"ina",282,641,273,723,1
8,46,"ina",214,318,263,465,1
8,46,"ina",199,443,230,246,1
8,46,"ina",203,479,236,287,1
8,46,"ina",243,389,257,317,1
8,46,"ina",83,605,243,296,1
8,46,"ina",343,441,272,705,1
8,46,"ina",251,353,262,365,1
8,46,"ina",187,414,242,565,1
8,46,"ina",211,427,246,265,1
8,46,"ina",119,379,292,320,1
8,46,"ina",137,503,247,289,1
8,46,"ina",206,405,229,271,1
8,46,"ina",150,438,262,312,1
8,46,"ina",206,362,241,614,1
8,46,"ina",47,428,251,281,1
8,46,"ina",139,378,231,263,1
8,46,"ina",179,456,255,288,1
8,46,"ina",278,551,300,282,1
8,46,"ina",186,364,242,692,1
8,46,"ina",271,266,252,729,1
8,46,"ina",546,368,257,285,1
8,46,"ina",271,501,243,707,1
8,46,"ina",211,395,248,285,1
8,46,"ina",553,286,229,281,1
8,46,"ina",233,564,242,269,1
8,46,"ina",270,408,246,259,1
8,46,"ina",263,281,287,780,1
8,46,"ina",600,303,243,447,1
8,46,"ina",188,328,237,466,1
8,46,"ina",238,694,215,626,1
8,46,"ina",323,549,233,243,1
8,46,"ina",240,330,243,670,1
8,46,"ina",121,611,245,320,1
8,46,"ina",134,476,255,242,1
8,46,"ina",236,266,308,696,1
8,46,"ina",110,307,224,223,1
8,46,"ina",127,331,261,372,1
8,46,"ina",128,491,250,548,1
8,46,"ina",195,397,252,512,1
8,46,"ina",139,349,235,271,1
8,46,"ina",329,255,332,787,1
8,46,"ina",230,326,243,260,1
8,56,"rb",349,402,269,267,2
8,56,"rb",113,268,261,244,2
8,56,"rb",431,308,268,265,2
8,56,"rb",155,263,253,394,2
8,56,"rb",205,441,246,581,2
8,56,"rb",294,253,263,216,2
8,56,"rb",201,282,252,255,2
8,56,"rb",243,347,247,273,2
8,56,"rb",278,258,242,438,2
8,56,"rb",415,247,247,277,2
8,56,"rb",294,581,245,287,2
8,56,"rb",578,324,240,371,2
8,56,"rb",297,363,283,473,2
8,56,"rb",295,328,249,265,2
8,56,"rb",239,485,259,251,2
8,56,"rb",322,332,255,733,2
8,56,"rb",294,587,229,358,2
8,56,"rb",158,317,254,422,2
8,56,"rb",402,330,253,301,2
8,56,"rb",283,247,242,352,2
8,56,"rb",402,403,291,284,2
8,56,"rb",305,253,247,277,2
8,56,"rb",520,250,254,487,2
8,56,"rb",210,295,248,229,2
8,56,"rb",727,326,400,466,2
8,56,"rb",415,555,272,445,2
8,56,"rb",114,275,254,334,2
8,56,"rb",322,315,226,255,2
8,56,"rb",266,283,268,329,2
8,56,"rb",300,288,245,264,2
8,56,"rb",244,318,258,289,2
8,56,"rb",589,249,242,205,2
8,56,"rb",151,279,236,327,2
8,56,"rb",585,246,239,259,2
8,56,"rb",589,537,235,256,2
8,56,"rb",425,489,308,779,2
8,56,"rb",177,669,234,455,2
8,56,"rb",215,391,249,294,2
8,56,"rb",196,283,242,254,2
8,56,"rb",89,376,248,260,2
8,56,"rb",434,388,264,349,2
8,57,"rb",224,416,269,240,2
8,57,"rb",235,249,263,256,2
8,57,"rb",96,271,258,384,2
8,57,"rb",301,267,241,301,2
8,57,"rb",231,501,251,279,2
8,57,"rb",400,563,254,243,2
8,46,"rb",226,419,245,289,0
8,46,"rb",298,561,262,420,0
8,46,"rb",386,672,236,340,0
8,46,"rb",394,584,234,449,0
8,46,"rb",351,643,303,697,0
8,46,"rb",418,622,222,284,0
8,46,"rb",381,636,269,737,0
8,46,"rb",395,591,259,287,0
8,46,"rb",359,623,220,306,0
8,46,"rb",330,365,261,426,0
8,46,"rb",326,529,402,726,0
8,46,"rb",397,503,257,316,0
8,46,"rb",258,708,217,303,0
8,46,"rb",243,590,287,298,0
8,46,"rb",618,675,230,373,0
8,46,"rb",310,279,243,237,0
8,46,"rb",456,675,413,300,0
8,46,"rb",563,590,227,330,0
8,46,"rb",281,374,253,241,0
8,46,"rb",264,441,247,314,0
8,46,"rb",279,556,274,281,0
9,45,"cur",604,468,338,450,4
9,45,"cur",481,472,627,611,4
9,45,"cur",304,294,471,618,4
9,45,"cur",464,319,509,855,4
9,45,"cur",334,367,570,423,4
9,45,"cur",623,331,546,881,4
9,45,"cur",403,389,530,880,4
9,45,"cur",305,490,530,414,4
9,45,"cur",371,308,542,485,4
9,45,"cur",438,398,470,832,4
9,45,"cur",277,405,519,434,4
9,45,"cur",601,287,352,767,4
9,45,"cur",505,448,484,864,4
9,45,"cur",494,346,446,922,4
9,45,"cur",502,266,572,865,4
9,45,"cur",345,295,350,819,4
9,45,"cur",648,378,433,696,4
9,45,"cur",351,276,551,426,4
9,45,"cur",592,521,416,377,4
9,45,"cur",404,367,601,447,4
9,45,"cur",327,322,374,769,4
9,45,"cur",724,584,449,675,4
9,45,"cur",718,496,437,379,4
9,45,"cur",375,258,395,766,4
9,45,"cur",300,328,497,459,4
9,45,"cur",265,606,539,398,4
9,45,"cur",343,263,460,883,4
9,45,"cur",509,333,547,783,4
9,45,"cur",627,315,525,647,4
9,45,"cur",520,315,590,767,4
9,45,"cur",397,380,524,441,4
9,45,"cur",669,438,576,447,4
9,45,"cur",256,371,451,543,4
9,45,"cur",583,694,539,847,4
9,45,"cur",397,389,436,841,4
9,45,"cur",359,487,561,835,4
9,45,"cur",195,280,435,480,4
9,45,"cur",638,270,447,441,4
9,45,"cur",527,321,759,892,4
9,45,"cur",322,280,563,418,4
9,45,"cur",515,261,569,916,4
9,45,"cur",531,404,427,880,4
9,45,"cur",548,255,507,882,4
9,45,"cur",367,360,402,360,4
9,45,"cur",721,353,519,492,4
9,45,"cur",761,412,550,742,4
9,45,"cur",521,322,537,882,4
9,45,"cur",325,270,402,502,4
9,45,"cur",237,311,428,395,4
9,45,"cur",544,548,495,440,4
9,45,"cur",321,428,549,347,4
9,45,"cur",376,270,335,681,4
9,45,"cur",328,296,606,671,4
9,45,"cur",493,337,272,396,4
9,45,"cur",283,630,436,854,4
9,45,"cur",475,298,513,823,4
9,45,"cur",486,400,535,892,4
9,45,"cur",346,295,547,800,4
9,45,"cur",325,273,442,487,4
9,45,"cur",493,370,331,746,4
9,45,"cur",440,297,592,668,4
9,45,"cur",674,615,504,901,4
9,45,"cur",457,269,627,874,4
9,45,"cur",164,264,340,727,4
9,56,"cur",497,248,254,650,4
9,56,"cur",631,576,254,334,4
9,56,"cur",476,300,350,805,4
9,56,"cur",416,296,488,378,4
9,56,"cur",395,508,267,371,4
9,56,"cur",285,312,225,617,4
9,56,"cur",285,335,281,293,4
9,56,"cur",568,308,298,296,4
9,56,"cur",193,383,235,393,4
9,56,"cur",608,466,266,776,4
9,56,"cur",633,448,224,408,4
9,56,"cur",303,275,205,755,4
9,56,"cur",641,373,296,737,4
9,56,"cur",610,495,238,724,4
9,56,"cur",333,263,218,290,4
9,56,"cur",319,527,494,420,4
9,56,"cur",699,435,271,653,4
9,56,"cur",408,247,265,842,4
9,56,"cur",273,257,266,522,4
9,56,"cur",181,427,274,300,4
9,56,"cur",212,327,233,284,4
9,56,"cur",674,289,299,394,4
9,56,"cur",523,589,379,375,4
9,56,"cur",744,496,283,287,4
9,56,"cur",473,454,235,333,4
9,56,"cur",267,318,243,266,4
9,56,"cur",363,280,532,403,4
9,56,"cur",459,258,242,324,4
9,56,"cur",299,334,286,737,4
9,56,"cur",554,256,362,779,4
9,56,"cur",611,250,211,289,4
9,56,"cur",64,288,279,605,4
9,56,"cur",283,371,240,280,4
9,56,"cur",576,542,362,343,4
9,56,"cur",419,500,483,401,4
9,56,"cur",306,346,264,260,4
9,56,"cur",561,341,277,403,4
9,56,"cur",232,258,358,791,4
9,56,"cur",291,338,217,457,4
9,56,"cur",262,270,399,335,4
9,56,"cur",195,274,260,334,4
9,56,"cur",423,262,394,780,4
9,56,"cur",222,382,287,406,4
9,56,"cur",470,340,305,402,4
9,56,"cur",677,431,246,248,4
9,56,"cur",267,273,223,551,4
9,56,"cur",665,390,281,382,4
9,56,"cur",199,587,243,290,4
9,56,"cur",269,493,321,431,4
9,56,"cur",277,350,291,327,4
9,56,"cur",243,250,229,362,4
9,56,"cur",218,515,243,288,4
9,56,"cur",626,332,251,254,4
9,56,"cur",382,625,242,333,4
9,56,"cur",240,277,253,324,4
9,56,"cur",709,323,410,507,4
9,56,"cur",213,512,260,327,4
9,56,"cur",387,556,452,487,4
9,56,"cur",252,297,243,287,4
9,56,"cur",355,424,423,491,4
9,56,"cur",651,565,251,345,4
9,56,"cur",416,285,238,327,4
9,56,"cur",240,272,242,387,4
9,56,"cur",403,525,226,391,4
9,56,"cur",575,285,324,351,4
9,56,"cur",334,334,492,331,4
9,56,"cur",671,389,271,582,4
9,56,"cur",117,400,224,236,4
9,56,"cur",339,290,279,499,4
9,56,"cur",369,515,221,323,4
9,56,"cur",326,489,244,328,4
9,56,"cur",559,258,416,840,4
9,56,"cur",428,453,442,419,4
9,56,"cur",345,332,258,606,4
9,56,"cur",305,322,259,397,4
9,56,"cur",443,266,290,768,4
9,56,"cur",209,290,236,266,4
9,56,"cur",478,294,225,292,4
9,56,"cur",469,290,259,371,4
9,56,"cur",376,344,246,282,4
9,56,"cur",464,311,260,809,4
9,56,"cur",173,329,269,677,4
9,56,"cur",584,304,250,278,4
9,56,"cur",280,328,282,329,4
9,56,"cur",277,280,262,297,4
9,56,"cur",212,247,328,714,4
9,56,"cur",247,256,237,626,4
9,56,"cur",415,357,293,381,4
9,56,"cur",622,341,215,776,4
9,56,"cur",588,522,241,316,4
9,56,"cur",277,402,324,814,4
9,56,"cur",225,329,268,619,4
9,56,"cur",271,399,277,385,4
9,56,"cur",207,380,257,351,4
9,56,"cur",721,534,257,355,4
9,56,"cur",300,453,278,435,4
9,56,"cur",214,311,324,514,4
9,56,"cur",239,418,231,675,4
9,56,"cur",417,524,305,646,4
9,56,"cur",337,256,227,310,4
9,56,"cur",314,327,270,314,4
9,56,"cur",324,357,246,331,4
9,56,"cur",287,310,287,456,4
9,56,"cur",394,326,274,839,4
9,56,"cur",209,539,323,364,4
9,56,"cur",387,236,371,778,4
9,56,"cur",317,407,228,586,4
9,56,"cur",689,467,294,285,4
9,56,"cur",190,292,249,408,4
9,56,"cur",338,283,401,845,4
9,56,"cur",217,388,227,503,4
9,56,"cur",265,607,284,442,4
9,56,"cur",223,304,246,480,4
9,56,"cur",258,303,257,396,4
9,56,"cur",117,295,224,418,4
9,56,"cur",313,484,282,626,4
9,56,"cur",457,292,397,628,4
9,56,"cur",349,270,306,784,4
9,56,"cur",453,289,266,834,4
9,56,"cur",497,428,249,358,4
9,56,"cur",704,326,234,314,4
9,56,"cur",279,255,236,520,4
9,56,"cur",292,380,255,300,4
9,56,"cur",215,489,234,442,4
9,56,"cur",264,260,246,234,4
9,56,"cur",348,618,296,395,4
9,56,"cur",212,403,341,404,4
9,56,"cur",314,278,324,516,4
9,56,"cur",365,575,269,304,4
9,56,"cur",468,258,439,837,4
9,56,"cur",223,428,261,581,4
9,56,"cur",406,542,284,376,4
9,56,"cur",356,520,274,352,4
9,56,"cur",659,304,263,251,4
9,56,"cur",482,255,337,799,4
9,56,"cur",283,383,264,767,4
9,56,"cur",180,248,402,862,4
9,56,"cur",389,308,256,757,4
9,56,"cur",391,317,292,740,4
9,56,"cur",317,353,279,443,4
9,56,"cur",230,441,308,430,4
9,56,"cur",252,313,249,344,4
9,56,"cur",656,418,254,256,4
9,56,"cur",594,305,512,766,4
9,56,"cur",262,344,271,349,4
9,56,"cur",354,279,275,511,4
9,56,"cur",299,291,227,626,4
9,56,"cur",358,422,489,381,4
9,56,"cur",422,365,263,304,4
9,56,"cur",396,273,388,857,4
9,56,"cur",201,350,327,358,4
9,56,"cur",667,435,250,302,4
