"","ID","week","ind","type","KLRG1","CD25","CCR8","Ki67","type2"
"1638","5",6,"45","cur",657,402,470,818,4
"1639","6",6,"45","cur",668,377,494,825,4
"1640","7",6,"45","cur",711,519,435,680,4
"1641","8",6,"45","cur",652,457,471,804,4
"1642","9",6,"45","cur",594,662,503,757,4
"1643","10",6,"47","cur",668,398,472,797,4
"1644","11",6,"47","cur",606,647,400,690,4
"1645","12",6,"47","cur",539,361,382,658,4
"1646","13",6,"47","cur",652,391,412,783,4
"1647","14",6,"47","cur",601,395,348,733,4
"1648","15",6,"47","cur",601,587,412,765,4
"1649","16",6,"47","cur",631,584,436,770,4
"1650","17",6,"47","cur",729,600,504,820,4
"1651","18",6,"47","cur",673,429,427,757,4
"1652","19",6,"47","cur",655,391,438,792,4
"1653","20",6,"47","cur",489,382,354,616,4
"1654","21",6,"47","cur",723,412,462,783,4
"1655","22",6,"47","cur",738,393,370,698,4
"1656","23",6,"47","cur",544,427,342,620,4
"1657","24",6,"47","cur",597,445,372,720,4
"1658","25",6,"47","cur",546,395,359,653,4
"1659","26",6,"47","cur",660,431,375,706,4
"1660","27",6,"47","cur",610,404,455,761,4
"1661","28",6,"47","cur",523,378,370,614,4
"1662","29",6,"47","cur",757,428,451,739,4
"1663","30",6,"47","cur",660,404,469,822,4
"1664","31",6,"47","cur",740,772,245,501,4
"1665","32",6,"47","cur",649,386,444,799,4
"1666","33",6,"56","cur",678,512,511,858,4
"1667","34",6,"56","cur",558,352,415,635,4
"1668","35",6,"56","cur",719,457,385,707,4
"1669","36",6,"56","cur",642,393,394,744,4
"1670","37",6,"56","cur",644,425,472,804,4
"1671","38",6,"56","cur",631,450,464,801,4
"1672","39",6,"56","cur",623,531,440,789,4
"1673","40",6,"56","cur",530,649,423,736,4
"1674","41",6,"56","cur",635,384,451,778,4
"1675","42",6,"56","cur",598,326,422,780,4
"1676","43",6,"57","cur",587,415,371,715,4
"1677","44",6,"57","cur",651,464,467,826,4
"1678","45",6,"57","cur",612,563,391,303,4
"1679","46",6,"57","cur",642,518,450,825,4
"1680","47",6,"57","cur",527,304,356,688,4
"1681","48",6,"57","cur",523,349,325,591,4
"1682","49",6,"57","cur",524,383,333,640,4
"1683","50",6,"57","cur",514,392,300,543,4
"1684","51",6,"57","cur",559,622,332,616,4
"1685","52",6,"57","cur",654,412,426,824,4
"1686","53",6,"57","cur",530,351,314,646,4
"1687","54",6,"57","cur",557,479,308,308,4
"1688","55",6,"57","cur",572,547,390,732,4
"1689","56",6,"57","cur",528,423,327,602,4
"1690","57",6,"57","cur",692,517,451,802,4
"1691","58",6,"57","cur",705,493,445,827,4
"1692","59",6,"57","cur",608,385,452,801,4
"1693","60",6,"57","cur",547,460,368,685,4
"1694","61",6,"57","cur",554,464,350,690,4
"1695","62",6,"57","cur",494,435,299,303,4
"1696","63",6,"57","cur",615,415,430,803,4
"1697","64",6,"57","cur",599,374,396,761,4
"1698","65",6,"57","cur",651,355,415,809,4
"1699","66",6,"57","cur",632,404,425,832,4
"1700","67",6,"57","cur",584,340,346,737,4
"1701","68",6,"57","cur",586,384,345,734,4
"1702","69",6,"57","cur",614,396,416,786,4
"1703","70",6,"57","cur",606,498,366,756,4
"1704","71",6,"57","cur",619,367,392,792,4
"1705","72",6,"57","cur",620,423,434,784,4
"1706","73",6,"57","cur",621,430,396,779,4
"1707","74",6,"57","cur",639,383,403,789,4
"1708","75",6,"57","cur",664,397,362,694,4
"1709","76",6,"57","cur",640,367,443,823,4
"1710","77",6,"57","cur",552,338,318,624,4
"1711","78",6,"57","cur",576,424,312,527,4
"1712","79",6,"57","cur",609,581,413,785,4
"1713","80",6,"57","cur",574,408,379,756,4
"1714","81",6,"57","cur",636,389,399,788,4
"1715","82",6,"57","cur",556,546,346,675,4
"1716","83",6,"57","cur",568,363,436,726,4
"1717","84",6,"57","cur",669,361,490,853,4
"1718","85",6,"57","cur",679,403,396,787,4
"1719","86",6,"57","cur",626,508,409,811,4
"1720","87",6,"57","cur",677,512,465,834,4
"1721","88",6,"57","cur",589,411,388,782,4
"1722","89",6,"57","cur",599,456,350,662,4
"1723","90",6,"57","cur",637,409,411,765,4
"1724","91",6,"57","cur",643,382,450,796,4
"1725","92",6,"57","cur",585,436,411,785,4
"1726","93",6,"57","cur",643,345,386,764,4
"1727","94",6,"dummy","cur",566,479,427,705,4
"1728","95",6,"dummy","cur",725,509,410,825,4
"1729","96",6,"dummy","cur",626,476,365,698,4
"1730","97",6,"dummy","cur",518,438,402,961,4
"1731","98",6,"dummy","cur",705,564,407,717,4
"1732","99",6,"dummy","cur",550,364,302,656,4
"1733","100",6,"dummy","cur",736,510,438,737,4
"1734","101",6,"dummy","cur",556,518,306,642,4
"1735","102",6,"dummy","cur",533,447,365,1012,4
"1736","103",6,"dummy","cur",627,483,408,794,4
"1737","104",6,"dummy","cur",591,323,401,846,4
"1738","105",6,"dummy","cur",516,411,493,773,4
"1739","106",6,"dummy","cur",532,343,472,630,4
"1740","107",6,"dummy","cur",648,406,546,774,4
"1741","108",6,"dummy","cur",576,597,395,844,4
"1742","109",6,"dummy","cur",652,583,424,463,4
"1743","110",6,"dummy","cur",630,315,431,716,4
"1744","111",6,"dummy","cur",621,403,384,540,4
"1745","112",6,"dummy","cur",660,458,387,792,4
"1746","113",6,"dummy","cur",741,438,379,736,4
"1747","114",6,"dummy","cur",629,292,404,776,4
"1748","115",6,"dummy","cur",644,250,342,608,4
"1749","116",6,"dummy","cur",581,345,414,905,4
"1750","117",6,"dummy","cur",556,406,359,603,4
"1751","118",6,"dummy","cur",573,402,399,501,4
"1752","119",6,"dummy","cur",648,289,394,760,4
"1753","120",6,"dummy","cur",555,463,422,909,4
"1754","121",6,"dummy","cur",676,415,325,457,4
"1755","122",6,"dummy","cur",572,345,474,699,4
"1756","123",6,"dummy","cur",557,346,325,587,4
"1757","124",6,"dummy","cur",574,437,527,728,4
"1758","125",6,"dummy","cur",583,512,386,850,4
"1759","126",6,"dummy","cur",641,333,403,766,4
"1760","127",6,"dummy","cur",714,573,387,665,4
"1761","128",6,"dummy","cur",700,473,409,818,4
"1762","129",6,"dummy","cur",567,451,413,877,4
"1763","130",6,"dummy","cur",475,644,435,818,4
"1764","131",6,"dummy","cur",588,423,348,861,4
"1765","132",6,"dummy","cur",712,542,389,634,4
"1766","133",6,"dummy","cur",638,471,312,622,4
"1767","134",6,"dummy","cur",620,342,406,696,4
"1768","135",6,"dummy","cur",710,407,364,827,4
"1769","136",6,"dummy","cur",631,461,344,750,4
"1770","137",6,"dummy","cur",485,500,408,539,4
"1771","138",6,"dummy","cur",592,648,359,731,4
"1772","139",6,"dummy","cur",649,384,377,616,4
"1773","140",6,"dummy","cur",647,577,412,904,4
"1774","141",6,"dummy","cur",780,533,472,589,4
"1775","142",6,"dummy","cur",612,344,427,699,4
"1776","143",6,"dummy","cur",624,484,461,823,4
"1777","144",6,"dummy","cur",624,544,382,923,4
"1778","145",6,"dummy","cur",550,488,380,821,4
"1779","146",6,"dummy","cur",618,432,431,823,4
"1780","147",6,"dummy","cur",583,411,438,813,4
"1781","148",6,"dummy","cur",619,468,399,742,4
"1782","149",6,"dummy","cur",580,407,327,512,4
"1783","150",6,"dummy","cur",651,435,324,602,4
"1784","151",6,"dummy","cur",653,432,296,720,4
"1785","152",6,"dummy","cur",581,463,421,911,4
"1786","153",6,"dummy","cur",575,398,387,782,4
"1787","154",6,"dummy","cur",678,419,494,858,4
"1788","155",6,"dummy","cur",678,426,483,663,4
"1789","156",6,"dummy","cur",492,350,450,714,4
"1790","157",6,"dummy","cur",597,354,354,975,4
"1791","158",6,"dummy","cur",614,435,413,816,4
"1792","159",6,"dummy","cur",668,407,395,776,4
"1793","160",6,"dummy","cur",626,368,386,617,4
"1794","161",6,"dummy","cur",576,483,428,532,4
"1795","162",6,"dummy","cur",578,270,464,604,4
"1796","163",6,"dummy","cur",622,347,478,935,4
"1797","164",6,"dummy","cur",686,351,449,550,4
"1798","165",6,"dummy","cur",689,525,458,782,4
"1799","166",6,"dummy","cur",565,431,368,807,4
"1800","167",6,"dummy","cur",575,422,448,637,4
"1801","168",6,"dummy","cur",565,575,332,790,4
"1802","169",6,"dummy","cur",710,389,474,694,4
"1803","170",6,"dummy","cur",626,469,330,692,4
"1804","171",6,"dummy","cur",532,580,401,747,4
"1805","172",6,"dummy","cur",497,427,407,740,4
"1806","173",6,"dummy","cur",647,396,420,827,4
"1807","174",6,"dummy","cur",648,521,401,575,4
"1808","175",6,"dummy","cur",579,482,533,557,4
"1809","176",6,"dummy","cur",574,486,410,768,4
"1810","177",6,"dummy","cur",615,470,405,888,4
"1811","178",6,"dummy","cur",628,450,348,772,4
"1812","179",6,"dummy","cur",675,512,326,689,4
"1813","180",6,"dummy","cur",571,219,410,672,4
"1814","181",6,"dummy","cur",568,344,467,920,4
"1815","182",6,"dummy","cur",677,390,414,687,4
"1816","183",6,"dummy","cur",637,344,416,802,4
"1817","184",6,"dummy","cur",579,463,325,583,4
"1818","185",6,"dummy","cur",471,260,410,852,4
"1819","186",6,"dummy","cur",605,441,309,620,4
"1820","187",6,"dummy","cur",508,574,500,665,4
"1821","188",6,"dummy","cur",654,593,495,638,4
"1822","189",6,"dummy","cur",501,372,508,680,4
"1823","190",6,"dummy","cur",508,451,427,643,4
"1824","191",6,"dummy","cur",659,523,361,628,4
"1825","192",6,"dummy","cur",563,445,375,979,4
"1826","193",6,"dummy","cur",537,455,410,760,4
"1827","194",6,"dummy","cur",690,445,467,604,4
"1828","195",6,"dummy","cur",610,269,385,595,4
"1829","196",6,"dummy","cur",562,561,442,723,4
"1830","197",6,"dummy","cur",724,594,267,675,4
"1831","198",6,"dummy","cur",676,516,445,885,4
"1832","199",6,"dummy","cur",683,456,359,597,4
"1833","200",6,"dummy","cur",658,480,424,591,4
"1834","201",6,"dummy","cur",624,559,389,1064,4
"1835","202",6,"dummy","cur",708,404,403,779,4
"1836","203",6,"dummy","cur",540,488,314,794,4
"1837","204",6,"dummy","cur",534,335,323,771,4
"1838","205",6,"dummy","cur",589,446,413,727,4
"1839","206",6,"dummy","cur",572,467,445,768,4
"1840","207",6,"dummy","cur",622,440,377,745,4
"1841","208",6,"dummy","cur",747,508,407,612,4
"1842","209",6,"dummy","cur",601,424,337,620,4
"1843","210",6,"dummy","cur",562,371,315,834,4
"1844","211",6,"dummy","cur",569,387,399,669,4
"1845","212",6,"dummy","cur",585,541,456,705,4
"1846","213",6,"dummy","cur",616,409,390,749,4
"1847","214",6,"dummy","cur",597,482,402,641,4
"1848","215",6,"dummy","cur",653,454,411,767,4
"1849","216",6,"dummy","cur",565,456,525,594,4
"1850","217",6,"dummy","cur",739,472,472,647,4
"1851","218",6,"dummy","cur",573,551,347,740,4
"1852","219",6,"dummy","cur",611,554,337,711,4
"1853","220",6,"dummy","cur",598,575,446,584,4
"1854","221",6,"dummy","cur",521,459,395,699,4
"1855","222",6,"dummy","cur",673,466,323,512,4
"1856","223",6,"dummy","cur",625,533,471,715,4
"1857","224",6,"dummy","cur",623,534,384,617,4
"1858","225",6,"dummy","cur",702,610,473,806,4
"1859","226",6,"dummy","cur",519,473,393,717,4
"1860","227",6,"dummy","cur",672,378,380,702,4
"1861","228",6,"dummy","cur",559,344,422,742,4
"1862","229",6,"dummy","cur",607,451,375,651,4
"1863","230",6,"dummy","cur",616,597,399,571,4
"1864","231",6,"dummy","cur",594,597,342,952,4
"1865","232",6,"dummy","cur",714,439,279,808,4
"1866","233",6,"dummy","cur",567,414,432,809,4
"1867","234",6,"dummy","cur",608,394,425,638,4
"1868","235",6,"dummy","cur",661,376,440,498,4
"1869","236",6,"dummy","cur",711,406,395,523,4
"1870","237",6,"dummy","cur",620,355,369,703,4
"1871","238",6,"dummy","cur",542,472,482,752,4
"1872","239",6,"dummy","cur",655,427,435,543,4
"1873","240",6,"dummy","cur",717,326,407,631,4
"1874","241",6,"dummy","cur",618,474,440,768,4
"1875","242",6,"dummy","cur",665,424,453,735,4
"1876","243",6,"dummy","cur",629,320,399,767,4
"1877","244",6,"dummy","cur",698,402,337,554,4
"1878","245",6,"dummy","cur",606,433,369,741,4
"1879","246",6,"dummy","cur",545,329,436,763,4
"1880","247",6,"dummy","cur",542,430,383,668,4
"1881","248",6,"dummy","cur",767,337,511,755,4
"1882","249",6,"dummy","cur",637,343,412,728,4
"1883","250",6,"dummy","cur",701,519,379,646,4
"1884","251",6,"dummy","cur",697,381,334,803,4
"1885","252",6,"dummy","cur",692,544,420,903,4
"1886","253",6,"dummy","cur",636,490,505,650,4
"1887","254",6,"dummy","cur",635,305,384,829,4
"1888","255",6,"dummy","cur",705,510,516,804,4
"1889","256",6,"dummy","cur",682,407,425,735,4
"1890","257",6,"dummy","cur",603,374,399,795,4
"1891","258",6,"dummy","cur",609,473,426,742,4
"1892","259",6,"dummy","cur",566,466,417,816,4
"1893","260",6,"dummy","cur",664,438,400,665,4
"1894","261",6,"dummy","cur",595,551,424,615,4
"1895","262",6,"dummy","cur",578,433,423,574,4
"1896","263",6,"dummy","cur",550,462,321,682,4
"1897","264",6,"dummy","cur",554,403,272,894,4
"1898","265",6,"dummy","cur",682,463,366,870,4
"1899","266",6,"dummy","cur",529,612,433,805,4
"1900","267",6,"dummy","cur",602,489,383,711,4
"1901","268",6,"dummy","cur",596,520,368,861,4
"1902","269",6,"dummy","cur",678,542,406,721,4
"1903","270",6,"dummy","cur",601,318,347,619,4
"1904","271",6,"dummy","cur",597,342,372,740,4
"1905","272",6,"dummy","cur",574,490,354,717,4
"1906","273",6,"dummy","cur",640,361,330,729,4
"1907","274",6,"dummy","cur",589,492,317,644,4
"1908","275",6,"dummy","cur",632,526,387,938,4
"1909","276",6,"dummy","cur",581,503,511,737,4
"1910","277",6,"dummy","cur",709,306,393,732,4
"1911","278",6,"dummy","cur",612,435,372,626,4
"1912","279",6,"dummy","cur",532,309,309,513,4
"1913","280",6,"dummy","cur",544,339,399,725,4
"1914","281",6,"dummy","cur",614,534,383,655,4
"1915","282",6,"dummy","cur",581,354,480,844,4
"1916","283",6,"dummy","cur",643,622,368,662,4
"1917","284",6,"dummy","cur",587,368,427,773,4
"1918","285",6,"dummy","cur",626,494,420,869,4
"1919","286",6,"dummy","cur",636,268,339,637,4
"1920","287",6,"dummy","cur",580,384,400,861,4
"1921","288",6,"dummy","cur",510,356,309,871,4
"1922","289",6,"dummy","cur",615,513,369,599,4
"1923","290",6,"dummy","cur",613,379,341,579,4
"1924","291",6,"dummy","cur",569,544,418,697,4
"1925","292",6,"dummy","cur",539,456,368,811,4
"1926","293",6,"dummy","cur",590,430,388,841,4
"1927","294",6,"dummy","cur",489,532,378,825,4
"1928","295",6,"dummy","cur",699,209,383,781,4
"1929","296",6,"dummy","cur",451,403,426,604,4
"1930","297",6,"dummy","cur",747,444,349,1002,4
"1931","298",6,"dummy","cur",671,498,513,535,4
"1932","299",6,"dummy","cur",520,448,441,597,4
"1933","300",6,"dummy","cur",570,434,305,580,4
"1934","301",6,"dummy","cur",669,517,370,720,4
"1935","302",6,"dummy","cur",616,392,422,708,4
"1936","303",6,"dummy","cur",595,471,267,548,4
"1937","304",6,"dummy","cur",586,378,455,962,4
"1938","305",6,"dummy","cur",541,291,358,810,4
"1939","306",6,"dummy","cur",582,508,473,665,4
"1940","307",6,"dummy","cur",619,470,350,679,4
"1941","308",6,"dummy","cur",642,241,460,723,4
"1942","309",6,"dummy","cur",658,384,452,738,4
"1943","310",6,"dummy","cur",675,356,457,661,4
"1944","311",6,"dummy","cur",587,459,423,836,4
"1945","312",6,"dummy","cur",602,442,449,695,4
"1946","313",6,"dummy","cur",672,420,247,768,4
"1947","314",6,"dummy","cur",541,445,337,892,4
"1948","315",6,"dummy","cur",623,476,439,747,4
"1949","316",6,"dummy","cur",697,459,347,639,4
"1950","317",6,"dummy","cur",656,307,272,740,4
"1951","318",6,"dummy","cur",657,375,449,552,4
"1952","319",6,"dummy","cur",639,471,382,723,4
"1953","320",6,"dummy","cur",494,380,411,704,4
"1954","321",6,"dummy","cur",614,580,366,746,4
"1955","322",6,"dummy","cur",522,380,396,619,4
"1956","323",6,"dummy","cur",663,306,322,749,4
"1957","324",6,"dummy","cur",726,385,428,696,4
"1958","325",6,"dummy","cur",646,581,431,682,4
"1959","326",6,"dummy","cur",680,486,365,891,4
"1960","327",6,"dummy","cur",651,401,365,850,4
"1961","328",6,"dummy","cur",598,459,452,700,4
"1962","329",6,"dummy","cur",604,445,380,825,4
"1963","330",6,"dummy","cur",630,376,369,744,4
"1964","331",6,"dummy","cur",691,418,430,893,4
"1965","332",6,"dummy","cur",676,460,432,711,4
"1966","333",6,"dummy","cur",616,368,391,986,4
"1967","334",6,"dummy","cur",682,550,390,719,4
"1968","335",6,"dummy","cur",604,385,359,801,4
"1969","336",6,"dummy","cur",674,562,442,607,4
"1970","337",6,"dummy","cur",594,422,376,660,4
"1971","338",6,"dummy","cur",464,401,434,607,4
"1972","339",6,"dummy","cur",590,400,475,917,4
"1973","340",6,"dummy","cur",518,377,537,877,4
"1974","341",6,"dummy","cur",574,473,335,861,4
"1975","342",6,"dummy","cur",573,609,312,831,4
"1976","343",6,"dummy","cur",672,308,422,750,4
"1977","344",6,"dummy","cur",672,542,452,592,4
"1978","345",6,"dummy","cur",704,445,305,673,4
"1979","346",6,"dummy","cur",697,484,364,808,4
"1980","347",6,"dummy","cur",551,449,403,781,4
"1981","348",6,"dummy","cur",631,440,419,706,4
"1982","349",6,"dummy","cur",710,511,389,856,4
"1983","350",6,"dummy","cur",660,420,388,841,4
"1984","351",6,"dummy","cur",607,332,374,776,4
"1985","352",6,"dummy","cur",658,388,384,786,4
"1986","353",6,"dummy","cur",596,633,389,678,4
"1987","354",6,"dummy","cur",655,399,445,903,4
"1988","355",6,"dummy","cur",657,475,301,776,4
"1989","356",6,"dummy","cur",656,431,415,586,4
"1990","357",6,"dummy","cur",589,347,383,730,4
"1991","358",6,"dummy","cur",712,491,348,556,4
"1992","359",6,"dummy","cur",679,362,347,632,4
"1993","360",6,"dummy","cur",614,411,294,621,4
"1994","361",6,"dummy","cur",583,469,476,771,4
"1995","362",6,"dummy","cur",612,429,406,715,4
"1996","363",6,"dummy","cur",658,399,433,789,4
"1997","364",6,"dummy","cur",590,407,393,533,4
"1998","365",6,"dummy","cur",684,439,406,788,4
"1999","366",6,"dummy","cur",489,399,376,754,4
"2000","367",6,"dummy","cur",502,513,402,693,4
"2001","368",6,"dummy","cur",553,359,340,747,4
"2002","369",6,"dummy","cur",620,430,307,702,4
"2003","370",6,"dummy","cur",617,540,361,693,4
"2004","371",6,"dummy","cur",628,365,380,906,4
"2005","372",6,"dummy","cur",570,353,416,984,4
"2006","373",6,"dummy","cur",628,489,524,864,4
"2007","374",6,"dummy","cur",571,424,403,830,4
"2008","375",6,"dummy","cur",650,331,431,845,4
"2009","376",6,"dummy","cur",689,345,471,844,4
"2010","377",6,"dummy","cur",611,429,443,785,4
"2011","378",6,"dummy","cur",471,301,388,514,4
"2012","379",6,"dummy","cur",578,461,376,730,4
"2013","380",6,"dummy","cur",626,607,405,632,4
"2014","381",6,"dummy","cur",603,383,380,954,4
"2015","382",6,"dummy","cur",623,404,399,573,4
"2016","383",6,"dummy","cur",620,448,437,655,4
"2017","384",6,"dummy","cur",601,451,467,483,4
"2018","385",6,"dummy","cur",540,513,433,653,4
"2019","386",6,"dummy","cur",682,689,494,921,4
"2020","387",6,"dummy","cur",618,503,360,751,4
"2021","388",6,"dummy","cur",594,523,336,659,4
"2022","389",6,"dummy","cur",634,435,340,696,4
"2023","390",6,"dummy","cur",487,516,398,721,4
"2024","391",6,"dummy","cur",716,422,439,591,4
"2025","392",6,"dummy","cur",588,598,475,771,4
"2026","393",6,"dummy","cur",547,366,405,449,4
"2027","394",6,"dummy","cur",573,480,364,877,4
"2028","395",6,"dummy","cur",667,486,402,769,4
"2029","396",6,"dummy","cur",638,500,345,628,4
"2030","397",6,"dummy","cur",633,513,442,720,4
"2031","398",6,"dummy","cur",563,396,400,818,4
"2032","399",6,"dummy","cur",628,431,391,767,4
"2033","400",6,"dummy","cur",570,569,419,856,4
"2034","401",6,"dummy","cur",649,414,464,879,4
"2035","402",6,"dummy","cur",542,433,334,936,4
"2036","403",6,"dummy","cur",726,432,284,558,4
"2037","404",6,"dummy","cur",574,431,364,723,4
"2038","405",6,"dummy","cur",554,284,381,597,4
"2039","406",6,"dummy","cur",622,548,423,701,4
"2040","407",6,"dummy","cur",631,512,409,573,4
"2041","408",6,"dummy","cur",708,399,416,770,4
"2042","409",6,"dummy","cur",553,414,495,592,4
"2043","410",6,"dummy","cur",657,305,403,611,4
"2044","411",6,"dummy","cur",485,508,416,743,4
"2045","412",6,"dummy","cur",680,408,382,571,4
"2046","413",6,"dummy","cur",660,495,395,748,4
"2047","414",6,"dummy","cur",704,337,362,602,4
"2048","415",6,"dummy","cur",638,459,513,609,4
"2049","416",6,"dummy","cur",646,380,378,723,4
"2050","417",6,"dummy","cur",746,533,394,655,4
"2051","418",6,"dummy","cur",633,438,381,698,4
"2052","419",6,"dummy","cur",489,577,378,844,4
"2053","420",6,"dummy","cur",615,563,355,775,4
"2054","421",6,"dummy","cur",718,493,450,672,4
"2055","422",6,"dummy","cur",592,459,390,607,4
"2056","423",6,"dummy","cur",618,554,423,855,4
"2057","424",6,"dummy","cur",661,445,565,860,4
"2058","425",6,"dummy","cur",645,497,467,932,4
"2059","426",6,"dummy","cur",685,419,389,1002,4
"2060","427",6,"dummy","cur",705,350,512,848,4
"2061","428",6,"dummy","cur",626,363,361,488,4
"2062","429",6,"dummy","cur",498,359,405,753,4
"2063","430",6,"dummy","cur",769,378,422,807,4
"2064","431",6,"dummy","cur",674,494,393,645,4
"2065","432",6,"dummy","cur",602,486,422,570,4
"2066","433",6,"dummy","cur",597,624,406,779,4
"2067","434",6,"dummy","cur",615,528,495,711,4
"2068","435",6,"dummy","cur",667,554,429,768,4
"2069","436",6,"dummy","cur",612,308,412,588,4
"2070","437",6,"dummy","cur",647,376,441,843,4
"2071","438",6,"dummy","cur",599,328,441,860,4
"2072","439",6,"dummy","cur",668,382,494,724,4
"2073","440",6,"dummy","cur",660,407,394,762,4
"2074","441",6,"dummy","cur",565,541,292,667,4
"2075","442",6,"dummy","cur",624,606,410,747,4
"2076","443",6,"dummy","cur",535,511,374,541,4
"2077","444",6,"dummy","cur",559,446,327,910,4
"2078","445",6,"dummy","cur",619,522,430,511,4
"2079","446",6,"dummy","cur",691,329,407,805,4
"2080","447",6,"dummy","cur",659,514,451,704,4
"2081","448",6,"dummy","cur",718,469,440,600,4
"2082","449",6,"dummy","cur",679,490,490,844,4
"2083","450",6,"dummy","cur",572,524,316,671,4
"2084","451",6,"dummy","cur",608,408,443,679,4
"2085","452",6,"dummy","cur",640,530,407,778,4
"2086","453",6,"dummy","cur",578,337,431,790,4
"2087","454",6,"dummy","cur",604,424,382,607,4
"2088","455",6,"dummy","cur",585,480,456,664,4
"2089","456",6,"dummy","cur",648,429,385,839,4
"2090","457",6,"dummy","cur",540,411,357,648,4
"2091","458",6,"dummy","cur",550,417,398,544,4
"2092","459",6,"dummy","cur",610,390,352,877,4
"2093","460",6,"dummy","cur",660,168,317,807,4
"2094","461",6,"dummy","cur",644,532,436,872,4
"2095","462",6,"dummy","cur",620,410,431,602,4
"2096","463",6,"dummy","cur",626,412,452,794,4
"2097","464",6,"dummy","cur",505,431,300,810,4
"2098","465",6,"dummy","cur",603,341,375,567,4
"2099","466",6,"dummy","cur",599,508,360,769,4
"2100","467",6,"dummy","cur",606,278,444,686,4
"2101","468",6,"dummy","cur",588,238,341,637,4
"2102","469",6,"dummy","cur",721,448,418,883,4
"2103","470",6,"dummy","cur",530,398,370,719,4
"2104","471",6,"dummy","cur",695,404,335,688,4
"2105","472",6,"dummy","cur",524,406,440,727,4
"2106","473",6,"dummy","cur",606,663,307,652,4
"2107","474",6,"dummy","cur",625,511,288,751,4
"2108","475",6,"dummy","cur",586,459,356,506,4
"2109","476",6,"dummy","cur",699,445,419,802,4
"2110","477",6,"dummy","cur",509,469,427,842,4
"2111","478",6,"dummy","cur",731,469,446,988,4
"2112","479",6,"dummy","cur",589,400,443,819,4
"2113","480",6,"dummy","cur",603,471,442,594,4
"2114","481",6,"dummy","cur",533,392,357,705,4
"2115","482",6,"dummy","cur",676,392,455,888,4
"2116","483",6,"dummy","cur",624,396,340,728,4
"2117","484",6,"dummy","cur",578,358,469,666,4
"2118","485",6,"dummy","cur",497,441,353,623,4
"2119","486",6,"dummy","cur",650,450,472,645,4
"2120","487",6,"dummy","cur",522,396,389,867,4
"2121","488",6,"dummy","cur",747,543,387,686,4
"2122","489",6,"dummy","cur",705,391,397,603,4
"2123","490",6,"dummy","cur",639,417,446,552,4
"2124","491",6,"dummy","cur",548,502,456,806,4
"2125","492",6,"dummy","cur",499,462,377,718,4
"2126","493",6,"dummy","cur",661,389,382,704,4
"2127","494",6,"dummy","cur",599,471,299,856,4
"2128","495",6,"dummy","cur",611,369,395,893,4
"2129","496",6,"dummy","cur",621,409,360,990,4
"2130","497",6,"dummy","cur",636,297,425,634,4
"2131","498",6,"dummy","cur",609,539,326,737,4
"2132","499",6,"dummy","cur",630,383,354,758,4
"2133","500",6,"dummy","cur",677,476,452,508,4
"2134","501",6,"dummy","cur",666,329,402,650,4
"2135","502",6,"dummy","cur",562,458,410,787,4
"2136","503",6,"dummy","cur",611,430,517,891,4
"2137","504",6,"dummy","cur",669,315,340,732,4
"2138","505",6,"dummy","cur",583,537,408,823,4
"2139","506",6,"dummy","cur",606,425,446,685,4
"2140","507",6,"dummy","cur",641,484,430,726,4
"2141","508",6,"dummy","cur",585,410,401,983,4
"2142","509",6,"dummy","cur",650,493,451,753,4
"2143","510",6,"dummy","cur",551,272,434,763,4
"2144","511",6,"dummy","cur",546,447,431,836,4
"2145","512",6,"dummy","cur",588,512,365,918,4
"2146","513",6,"dummy","cur",671,528,413,780,4
"2147","514",6,"dummy","cur",704,395,391,811,4
"2148","515",6,"dummy","cur",586,326,456,722,4
"2149","516",6,"dummy","cur",669,324,422,618,4
"2150","517",6,"dummy","cur",575,501,383,690,4
"2151","518",6,"dummy","cur",551,517,448,714,4
"2152","519",6,"dummy","cur",690,515,445,710,4
"2153","520",6,"dummy","cur",601,445,323,812,4
"2154","521",6,"dummy","cur",696,408,293,590,4
"2155","522",6,"dummy","cur",763,463,429,612,4
"2156","523",6,"dummy","cur",605,463,360,728,4
"2157","524",6,"dummy","cur",624,441,425,788,4
"2158","525",6,"dummy","cur",586,531,413,799,4
"2159","526",6,"dummy","cur",529,322,339,725,4
"2160","527",6,"dummy","cur",672,521,345,573,4
"2161","528",6,"dummy","cur",628,480,377,748,4
"2162","529",6,"dummy","cur",646,335,385,564,4
"2163","530",6,"dummy","cur",697,361,379,856,4
"2164","531",6,"dummy","cur",596,460,326,651,4
"2165","532",6,"dummy","cur",575,484,411,800,4
"2166","533",6,"dummy","cur",575,421,398,871,4
"2167","534",6,"dummy","cur",589,485,358,736,4
"2168","535",6,"dummy","cur",599,500,396,740,4
"2169","536",6,"dummy","cur",575,494,415,680,4
"2170","537",6,"dummy","cur",627,379,418,673,4
"2171","538",6,"dummy","cur",557,447,407,471,4
"2172","539",6,"dummy","cur",572,582,389,726,4
"2173","540",6,"dummy","cur",660,358,369,796,4
"2174","541",6,"dummy","cur",647,577,441,666,4
"2175","542",6,"dummy","cur",622,484,405,641,4
"2176","543",6,"dummy","cur",580,420,499,653,4
"2177","544",6,"dummy","cur",685,392,383,741,4
"2178","545",6,"dummy","cur",648,412,370,518,4
"2179","546",6,"dummy","cur",628,285,313,941,4
"2180","547",6,"dummy","cur",625,316,361,834,4
